textbox22,Textbox9
generated on 20/03/2020 13:55:10 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Cyprus,European Region of WHO,Western Asia,2019,27,2019-07-01,2019-07-07,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,28,2019-07-08,2019-07-14,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,29,2019-07-15,2019-07-21,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,30,2019-07-22,2019-07-28,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,31,2019-07-29,2019-08-04,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,32,2019-08-05,2019-08-11,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,33,2019-08-12,2019-08-18,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,34,2019-08-19,2019-08-25,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,35,2019-08-26,2019-09-01,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,36,2019-09-02,2019-09-08,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,37,2019-09-09,2019-09-15,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,38,2019-09-16,2019-09-22,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,39,2019-09-23,2019-09-29,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,40,2019-09-30,2019-10-06,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,41,2019-10-07,2019-10-13,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,42,2019-10-14,2019-10-20,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,43,2019-10-21,2019-10-27,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,44,2019-10-28,2019-11-03,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,45,2019-11-04,2019-11-10,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,46,2019-11-11,2019-11-17,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,47,2019-11-18,2019-11-24,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,48,2019-11-25,2019-12-01,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,49,2019-12-02,2019-12-08,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,50,2019-12-09,2019-12-15,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,51,2019-12-16,2019-12-22,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2019,52,2019-12-23,2019-12-29,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,1,2019-12-30,2020-01-05,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,2,2020-01-06,2020-01-12,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,3,2020-01-13,2020-01-19,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,4,2020-01-20,2020-01-26,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,5,2020-01-27,2020-02-02,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,6,2020-02-03,2020-02-09,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,7,2020-02-10,2020-02-16,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,8,2020-02-17,2020-02-23,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,9,2020-02-24,2020-03-01,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,10,2020-03-02,2020-03-08,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,11,2020-03-09,2020-03-15,,,,,,,,,,,,,,,No Report
Cyprus,European Region of WHO,Western Asia,2020,12,2020-03-16,2020-03-22,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,1,2018-12-31,2019-01-06,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,2,2019-01-07,2019-01-13,,35,0,3,0,,1,4,0,0,0,0,4,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,3,2019-01-14,2019-01-20,,35,0,10,1,,3,14,0,0,0,0,14,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,4,2019-01-21,2019-01-27,,54,0,23,0,,0,23,0,0,0,0,23,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,5,2019-01-28,2019-02-03,,77,0,34,8,,2,44,0,0,0,0,44,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,6,2019-02-04,2019-02-10,,89,0,37,5,,1,43,0,0,0,0,43,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,7,2019-02-11,2019-02-17,,93,0,28,5,,0,33,0,0,0,0,33,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,8,2019-02-18,2019-02-24,,74,0,18,9,,0,27,0,0,0,0,27,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,9,2019-02-25,2019-03-03,,60,0,17,9,,2,28,0,0,0,0,28,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,10,2019-03-04,2019-03-10,,46,0,10,6,,1,17,0,0,0,0,17,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,11,2019-03-11,2019-03-17,,44,0,7,5,,0,12,0,0,0,0,12,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,12,2019-03-18,2019-03-24,,27,0,3,2,,1,6,0,0,0,0,6,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,13,2019-03-25,2019-03-31,,34,0,6,1,,0,7,0,0,2,2,9,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,14,2019-04-01,2019-04-07,,26,0,1,1,,0,2,0,0,2,2,4,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,15,2019-04-08,2019-04-14,,23,0,0,3,,0,3,0,0,1,1,4,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,16,2019-04-15,2019-04-21,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,17,2019-04-22,2019-04-28,,10,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,18,2019-04-29,2019-05-05,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,19,2019-05-06,2019-05-12,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,20,2019-05-13,2019-05-19,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,21,2019-05-20,2019-05-26,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,22,2019-05-27,2019-06-02,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,23,2019-06-03,2019-06-09,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,24,2019-06-10,2019-06-16,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,25,2019-06-17,2019-06-23,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,26,2019-06-24,2019-06-30,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,27,2019-07-01,2019-07-07,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,28,2019-07-08,2019-07-14,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,29,2019-07-15,2019-07-21,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,30,2019-07-22,2019-07-28,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,31,2019-07-29,2019-08-04,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,32,2019-08-05,2019-08-11,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,33,2019-08-12,2019-08-18,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,34,2019-08-19,2019-08-25,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,35,2019-08-26,2019-09-01,,3,0,1,0,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,36,2019-09-02,2019-09-08,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,37,2019-09-09,2019-09-15,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,38,2019-09-16,2019-09-22,,8,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,39,2019-09-23,2019-09-29,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,40,2019-09-30,2019-10-06,,11,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,41,2019-10-07,2019-10-13,,15,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,42,2019-10-14,2019-10-20,,19,0,0,0,,0,0,0,0,1,1,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,43,2019-10-21,2019-10-27,,19,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,44,2019-10-28,2019-11-03,,13,0,0,0,,0,0,0,0,1,1,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,45,2019-11-04,2019-11-10,,24,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,46,2019-11-11,2019-11-17,,18,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,47,2019-11-18,2019-11-24,,17,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,48,2019-11-25,2019-12-01,,24,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,49,2019-12-02,2019-12-08,,21,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,50,2019-12-09,2019-12-15,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,51,2019-12-16,2019-12-22,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2019,52,2019-12-23,2019-12-29,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,1,2019-12-30,2020-01-05,,24,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,2,2020-01-06,2020-01-12,,75,0,8,22,,0,30,0,0,0,0,30,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,3,2020-01-13,2020-01-19,,36,0,4,10,,1,15,0,0,0,0,15,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,4,2020-01-20,2020-01-26,,54,0,3,18,,0,21,0,0,1,1,22,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,5,2020-01-27,2020-02-02,,82,0,10,28,,4,42,0,4,0,4,46,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,6,2020-02-03,2020-02-09,,107,0,12,48,,2,62,0,4,0,4,66,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,7,2020-02-10,2020-02-16,,110,0,21,40,,3,64,0,6,0,6,70,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,8,2020-02-17,2020-02-23,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,9,2020-02-24,2020-03-01,,110,0,6,29,,2,37,0,3,6,9,46,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,10,2020-03-02,2020-03-08,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,11,2020-03-09,2020-03-15,,,,,,,,,,,,,,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,12,2020-03-16,2020-03-22,,,,,,,,,,,,,,,No Report
Denmark,European Region of WHO,Northern Europe,2019,1,2018-12-31,2019-01-06,,1913,0,102,16,,172,290,0,0,0,0,290,,No Report
Denmark,European Region of WHO,Northern Europe,2019,2,2019-01-07,2019-01-13,,2291,0,115,16,,240,371,1,0,4,5,376,,No Report
Denmark,European Region of WHO,Northern Europe,2019,3,2019-01-14,2019-01-20,,2322,0,151,37,,334,522,0,0,2,2,524,,No Report
Denmark,European Region of WHO,Northern Europe,2019,4,2019-01-21,2019-01-27,,3059,0,204,65,,604,873,0,0,1,1,874,,No Report
Denmark,European Region of WHO,Northern Europe,2019,5,2019-01-28,2019-02-03,,4031,0,231,89,,1129,1449,0,0,4,4,1453,,No Report
Denmark,European Region of WHO,Northern Europe,2019,6,2019-02-04,2019-02-10,,5153,0,226,103,,1562,1891,0,0,2,2,1893,,No Report
Denmark,European Region of WHO,Northern Europe,2019,7,2019-02-11,2019-02-17,,5054,0,157,105,,1407,1669,0,0,2,2,1671,,No Report
Denmark,European Region of WHO,Northern Europe,2019,8,2019-02-18,2019-02-24,,4285,0,165,129,,780,1074,0,0,6,6,1080,,No Report
Denmark,European Region of WHO,Northern Europe,2019,9,2019-02-25,2019-03-03,,3477,0,99,115,,475,689,0,0,8,8,697,,No Report
Denmark,European Region of WHO,Northern Europe,2019,10,2019-03-04,2019-03-10,,2893,0,55,98,,339,492,0,0,13,13,505,,No Report
Denmark,European Region of WHO,Northern Europe,2019,11,2019-03-11,2019-03-17,,2453,0,32,107,,185,324,0,0,9,9,333,,No Report
Denmark,European Region of WHO,Northern Europe,2019,12,2019-03-18,2019-03-24,,2177,0,25,73,,185,283,1,0,11,12,295,,No Report
Denmark,European Region of WHO,Northern Europe,2019,13,2019-03-25,2019-03-31,,1829,0,15,100,,128,243,1,0,3,4,247,,No Report
Denmark,European Region of WHO,Northern Europe,2019,14,2019-04-01,2019-04-07,,1505,0,8,41,,95,144,0,0,4,4,148,,No Report
Denmark,European Region of WHO,Northern Europe,2019,15,2019-04-08,2019-04-14,,1166,0,5,36,,72,113,1,0,8,9,122,,No Report
Denmark,European Region of WHO,Northern Europe,2019,16,2019-04-15,2019-04-21,,816,0,2,24,,57,83,1,0,1,2,85,,No Report
Denmark,European Region of WHO,Northern Europe,2019,17,2019-04-22,2019-04-28,,901,0,2,23,,49,74,0,0,6,6,80,,No Report
Denmark,European Region of WHO,Northern Europe,2019,18,2019-04-29,2019-05-05,,706,0,1,13,,6,20,0,0,1,1,21,,No Report
Denmark,European Region of WHO,Northern Europe,2019,19,2019-05-06,2019-05-12,,603,0,1,4,,17,22,0,2,3,5,27,,No Report
Denmark,European Region of WHO,Northern Europe,2019,20,2019-05-13,2019-05-19,,484,0,1,6,,8,15,0,1,5,6,21,,No Report
Denmark,European Region of WHO,Northern Europe,2019,21,2019-05-20,2019-05-26,,496,0,0,4,,7,11,0,1,3,4,15,,No Report
Denmark,European Region of WHO,Northern Europe,2019,22,2019-05-27,2019-06-02,,326,0,0,0,,2,2,0,0,0,0,2,,No Report
Denmark,European Region of WHO,Northern Europe,2019,23,2019-06-03,2019-06-09,,339,0,0,3,,5,8,0,1,0,1,9,,No Report
Denmark,European Region of WHO,Northern Europe,2019,24,2019-06-10,2019-06-16,,304,0,1,1,,2,4,0,0,0,0,4,,No Report
Denmark,European Region of WHO,Northern Europe,2019,25,2019-06-17,2019-06-23,,296,0,0,1,,2,3,0,0,1,1,4,,No Report
Denmark,European Region of WHO,Northern Europe,2019,26,2019-06-24,2019-06-30,,310,0,2,2,,4,8,0,0,0,0,8,,No Report
Denmark,European Region of WHO,Northern Europe,2019,27,2019-07-01,2019-07-07,,261,0,0,0,,1,1,0,0,0,0,1,,No Report
Denmark,European Region of WHO,Northern Europe,2019,28,2019-07-08,2019-07-14,,230,0,1,0,,3,4,0,0,1,1,5,,No Report
Denmark,European Region of WHO,Northern Europe,2019,29,2019-07-15,2019-07-21,,201,0,1,0,,0,1,0,0,1,1,2,,No Report
Denmark,European Region of WHO,Northern Europe,2019,30,2019-07-22,2019-07-28,,210,0,1,0,,3,4,0,0,0,0,4,,No Report
Denmark,European Region of WHO,Northern Europe,2019,31,2019-07-29,2019-08-04,,205,0,0,1,,1,2,0,0,1,1,3,,No Report
Denmark,European Region of WHO,Northern Europe,2019,32,2019-08-05,2019-08-11,,225,0,1,0,,3,4,0,0,1,1,5,,No Report
Denmark,European Region of WHO,Northern Europe,2019,33,2019-08-12,2019-08-18,,259,0,1,0,,3,4,0,2,2,4,8,,No Report
Denmark,European Region of WHO,Northern Europe,2019,34,2019-08-19,2019-08-25,,225,0,1,0,,2,3,0,0,0,0,3,,No Report
Denmark,European Region of WHO,Northern Europe,2019,35,2019-08-26,2019-09-01,,276,0,0,0,,3,3,0,1,1,2,5,,No Report
Denmark,European Region of WHO,Northern Europe,2019,36,2019-09-02,2019-09-08,,296,0,0,1,,0,1,0,0,0,0,1,,No Report
Denmark,European Region of WHO,Northern Europe,2019,37,2019-09-09,2019-09-15,,343,0,0,0,,1,1,0,0,0,0,1,,No Report
Denmark,European Region of WHO,Northern Europe,2019,38,2019-09-16,2019-09-22,,436,0,0,1,,7,8,0,0,0,0,8,,No Report
Denmark,European Region of WHO,Northern Europe,2019,39,2019-09-23,2019-09-29,,625,0,0,0,,7,7,0,0,0,0,7,,No Report
Denmark,European Region of WHO,Northern Europe,2019,40,2019-09-30,2019-10-06,,603,0,2,1,,8,11,0,0,0,0,11,,No Report
Denmark,European Region of WHO,Northern Europe,2019,41,2019-10-07,2019-10-13,,764,0,1,3,,3,7,0,1,2,3,10,,No Report
Denmark,European Region of WHO,Northern Europe,2019,42,2019-10-14,2019-10-20,,677,0,2,1,,5,8,0,0,0,0,8,,No Report
Denmark,European Region of WHO,Northern Europe,2019,43,2019-10-21,2019-10-27,,843,0,2,1,,9,12,1,0,0,1,13,,No Report
Denmark,European Region of WHO,Northern Europe,2019,44,2019-10-28,2019-11-03,,860,0,4,0,,8,12,0,1,0,1,13,,No Report
Denmark,European Region of WHO,Northern Europe,2019,45,2019-11-04,2019-11-10,,1119,0,10,3,,17,30,0,0,3,3,33,,No Report
Denmark,European Region of WHO,Northern Europe,2019,46,2019-11-11,2019-11-17,,1197,0,13,6,,24,43,0,1,4,5,48,,No Report
Denmark,European Region of WHO,Northern Europe,2019,47,2019-11-18,2019-11-24,,1314,0,18,4,,24,46,0,1,0,1,47,,No Report
Denmark,European Region of WHO,Northern Europe,2019,48,2019-11-25,2019-12-01,,1501,0,18,7,,35,60,0,4,5,9,69,,No Report
Denmark,European Region of WHO,Northern Europe,2019,49,2019-12-02,2019-12-08,,1685,0,25,11,,53,89,0,0,2,2,91,,No Report
Denmark,European Region of WHO,Northern Europe,2019,50,2019-12-09,2019-12-15,,1989,0,37,23,,78,138,0,1,12,13,151,,No Report
Denmark,European Region of WHO,Northern Europe,2019,51,2019-12-16,2019-12-22,,2293,0,44,30,,167,241,0,4,19,23,264,,No Report
Denmark,European Region of WHO,Northern Europe,2019,52,2019-12-23,2019-12-29,,1781,0,47,57,,123,227,0,3,10,13,240,,No Report
Denmark,European Region of WHO,Northern Europe,2020,1,2019-12-30,2020-01-05,,2206,0,52,66,,149,267,0,4,16,20,287,,No Report
Denmark,European Region of WHO,Northern Europe,2020,2,2020-01-06,2020-01-12,,2335,0,60,55,,124,239,0,6,16,22,261,,No Report
Denmark,European Region of WHO,Northern Europe,2020,3,2020-01-13,2020-01-19,,2216,0,48,74,,138,260,0,11,23,34,294,,No Report
Denmark,European Region of WHO,Northern Europe,2020,4,2020-01-20,2020-01-26,,2578,0,69,113,,221,403,0,2,37,39,442,,No Report
Denmark,European Region of WHO,Northern Europe,2020,5,2020-01-27,2020-02-02,,2944,0,71,146,,270,487,0,22,46,68,555,,No Report
Denmark,European Region of WHO,Northern Europe,2020,6,2020-02-03,2020-02-09,,2974,0,68,135,,329,532,0,19,40,59,591,,No Report
Denmark,European Region of WHO,Northern Europe,2020,7,2020-02-10,2020-02-16,,2880,0,85,176,,346,607,0,5,58,63,670,,No Report
Denmark,European Region of WHO,Northern Europe,2020,8,2020-02-17,2020-02-23,,2897,0,63,153,,344,560,0,0,60,60,620,,No Report
Denmark,European Region of WHO,Northern Europe,2020,9,2020-02-24,2020-03-01,,3247,0,62,146,,410,618,0,0,104,104,722,,No Report
Denmark,European Region of WHO,Northern Europe,2020,10,2020-03-02,2020-03-08,,3680,0,21,53,,653,727,0,0,99,99,826,,No Report
Denmark,European Region of WHO,Northern Europe,2020,11,2020-03-09,2020-03-15,,,,,,,,,,,,,,,No Report
Denmark,European Region of WHO,Northern Europe,2020,12,2020-03-16,2020-03-22,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,1,2018-12-31,2019-01-06,,598,0,14,2,,90,106,0,0,6,6,112,,No Report
Estonia,European Region of WHO,Northern Europe,2019,2,2019-01-07,2019-01-13,,532,0,3,0,,101,104,0,0,0,0,104,,No Report
Estonia,European Region of WHO,Northern Europe,2019,3,2019-01-14,2019-01-20,,620,0,14,0,,118,132,0,0,7,7,139,,No Report
Estonia,European Region of WHO,Northern Europe,2019,4,2019-01-21,2019-01-27,,720,0,23,4,,265,292,0,0,2,2,294,,No Report
Estonia,European Region of WHO,Northern Europe,2019,5,2019-01-28,2019-02-03,,791,0,4,3,,294,301,0,0,8,8,309,,No Report
Estonia,European Region of WHO,Northern Europe,2019,6,2019-02-04,2019-02-10,,1077,0,13,0,,345,358,0,0,1,1,359,,No Report
Estonia,European Region of WHO,Northern Europe,2019,7,2019-02-11,2019-02-17,,836,0,11,0,,241,252,0,0,4,4,256,,No Report
Estonia,European Region of WHO,Northern Europe,2019,8,2019-02-18,2019-02-24,,760,0,3,0,,229,232,0,0,2,2,234,,No Report
Estonia,European Region of WHO,Northern Europe,2019,9,2019-02-25,2019-03-03,,368,0,0,0,,85,85,0,0,0,0,85,,No Report
Estonia,European Region of WHO,Northern Europe,2019,10,2019-03-04,2019-03-10,,323,0,7,2,,40,49,0,0,1,1,50,,No Report
Estonia,European Region of WHO,Northern Europe,2019,11,2019-03-11,2019-03-17,,523,0,5,1,,50,56,0,0,8,8,64,,No Report
Estonia,European Region of WHO,Northern Europe,2019,12,2019-03-18,2019-03-24,,115,0,3,3,,12,18,0,0,0,0,18,,No Report
Estonia,European Region of WHO,Northern Europe,2019,13,2019-03-25,2019-03-31,,413,0,0,0,,59,59,0,0,0,0,59,,No Report
Estonia,European Region of WHO,Northern Europe,2019,14,2019-04-01,2019-04-07,,288,0,0,0,,28,28,0,0,1,1,29,,No Report
Estonia,European Region of WHO,Northern Europe,2019,15,2019-04-08,2019-04-14,,78,0,0,0,,9,9,0,0,1,1,10,,No Report
Estonia,European Region of WHO,Northern Europe,2019,16,2019-04-15,2019-04-21,,190,0,0,0,,24,24,0,0,2,2,26,,No Report
Estonia,European Region of WHO,Northern Europe,2019,17,2019-04-22,2019-04-28,,173,0,0,0,,15,15,0,0,0,0,15,,No Report
Estonia,European Region of WHO,Northern Europe,2019,18,2019-04-29,2019-05-05,,127,0,0,0,,9,9,0,0,1,1,10,,No Report
Estonia,European Region of WHO,Northern Europe,2019,19,2019-05-06,2019-05-12,,55,0,0,1,,2,3,0,0,0,0,3,,No Report
Estonia,European Region of WHO,Northern Europe,2019,20,2019-05-13,2019-05-19,,168,0,0,0,,2,2,0,0,6,6,8,,No Report
Estonia,European Region of WHO,Northern Europe,2019,21,2019-05-20,2019-05-26,,110,0,0,0,,1,1,0,0,0,0,1,,No Report
Estonia,European Region of WHO,Northern Europe,2019,22,2019-05-27,2019-06-02,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,23,2019-06-03,2019-06-09,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,24,2019-06-10,2019-06-16,,42,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,25,2019-06-17,2019-06-23,,29,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,26,2019-06-24,2019-06-30,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,27,2019-07-01,2019-07-07,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,28,2019-07-08,2019-07-14,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,29,2019-07-15,2019-07-21,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,30,2019-07-22,2019-07-28,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,31,2019-07-29,2019-08-04,,25,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,32,2019-08-05,2019-08-11,,23,0,0,0,,1,1,0,0,0,0,1,,No Report
Estonia,European Region of WHO,Northern Europe,2019,33,2019-08-12,2019-08-18,,18,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,34,2019-08-19,2019-08-25,,15,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,35,2019-08-26,2019-09-01,,19,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,36,2019-09-02,2019-09-08,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,37,2019-09-09,2019-09-15,,19,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,38,2019-09-16,2019-09-22,,,,,,,,,,,,,,,No Report
Estonia,European Region of WHO,Northern Europe,2019,39,2019-09-23,2019-09-29,,41,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,40,2019-09-30,2019-10-06,,40,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,41,2019-10-07,2019-10-13,,40,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,42,2019-10-14,2019-10-20,,38,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,43,2019-10-21,2019-10-27,,57,0,0,0,,0,0,0,1,1,2,2,,No Report
Estonia,European Region of WHO,Northern Europe,2019,44,2019-10-28,2019-11-03,,56,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2019,45,2019-11-04,2019-11-10,,71,0,0,0,,0,0,0,1,0,1,1,,No Report
Estonia,European Region of WHO,Northern Europe,2019,46,2019-11-11,2019-11-17,,125,0,0,0,,0,0,0,1,0,1,1,,No Report
